id,value
19737.83,66514.15
51210.98,19116.9
87939.83,55847.23
83494.13,57638.15
58604.44,86615.11
24502.53,92975.96
17825.23,98478.1
5052.33,51980.35
33177.12,92262.32
31181.25,97237.75
2953.71,17537.0
10400.17,67740.63
3201.24,40445.32
25152.84,88445.38
79821.94,72283.52
21772.92,20455.71
81724.99,14910.36
6260.63,88443.83
43982.78,80187.76
57234.45,48234.73
82637.51,16244.91
7485.7,48032.51
88237.25,60554.3
92705.86,81458.81
72718.26,29432.72
14110.97,94645.04
60969.86,9854.61
81564.71,49501.17
49572.96,26756.64
76695.26,8090.72
34065.26,8689.48
48014.37,33708.49
1978.57,93317.31
68385.64,42183.04
8017.75,14377.13
68742.76,66243.75
72656.73,27444.16
38948.45,8029.48
90033.47,69909.57
97382.21,31898.65
61032.95,39216.9
48142.34,27635.19
48423.58,98907.66
31641.4,69011.88
90173.76,43349.02
50744.17,16290.89
77015.57,84765.06
44170.03,37203.53
75077.47,46248.98
67609.4,97219.75
12297.82,6583.45
59073.21,96741.21
85426.98,65573.17
60505.09,8638.9
37968.42,74287.76
104.11,86266.85
98056.08,63693.37
144.42,17126.28
43855.41,86180.82
77486.92,73655.97
30608.41,18303.85
50577.19,84770.73
94899.85,7.79
96935.33,21941.39
54509.86,50071.17
75471.45,42004.44
78309.32,28684.17
89808.58,34048.63
56403.49,73778.7
8767.94,76279.66
54051.53,54279.83
73258.38,83212.39
60105.25,51120.26
69695.46,60221.95
19341.04,17841.62
20952.03,58130.76
16686.51,55290.8
93147.82,50120.71
2563.38,68504.99
47043.75,37215.71
98829.46,79253.59
53129.74,78613.03
28694.69,48411.15
69365.15,38652.16
32429.74,425.67
14331.18,74724.3
41855.01,20512.34
91101.77,11162.46
12896.59,17330.44
97846.46,37064.18
25868.42,13812.37
42156.29,30590.89
23853.06,79775.11
73092.06,302.34
28124.55,90596.46
36986.82,73911.28
64429.8,23241.43
28647.02,57010.99
65949.66,42394.82
17731.56,80795.0
25323.68,43839.31
244.09,98004.94
15222.09,68035.84
50231.47,48128.55
7026.73,4895.67
25506.77,52561.79
84545.66,52817.75
75789.29,27283.56
62896.13,65524.26
23928.88,60300.32
38914.13,47833.7
24461.18,87337.33
78142.99,63965.18
75585.36,61281.16
20306.65,50547.27
72444.69,52698.23
81893.69,55391.57
21025.11,71972.12
39855.75,58085.3
52932.08,34549.79
12276.03,44741.19
55728.77,71991.81
96676.42,10249.63
99786.56,34859.26
74277.79,24947.47
3714.51,80826.89
63497.99,83380.98
63180.87,23562.63
54342.0,49048.83
73275.48,35990.91
11400.62,60363.28
2506.56,94199.39
25565.16,91475.48
40387.52,66689.41
92956.1,92916.47
17650.97,90870.14
77998.6,72469.92
5751.36,39461.08
15396.71,71961.2
40832.57,63117.78
18509.99,8817.66
5657.8,40415.92
45690.79,98093.18
80653.76,53829.67
41331.07,44314.24
71200.41,70122.68
48215.05,53277.44
6761.04,60880.37
35888.28,57622.67
26476.97,43020.42
94962.05,57415.91
56852.78,21720.81
36155.09,69215.06
28062.99,66863.32
15783.21,25628.81
38791.37,5533.23
23538.46,15142.57
98392.11,69292.21
49809.78,38953.21
10867.66,53654.6
77992.82,11103.05
53652.12,40885.69
39345.44,21147.48
58032.07,2143.83
23821.81,36432.97
47255.31,26440.87
40295.57,20389.34
55073.25,47579.96
14742.34,39673.9
69962.95,32280.18
1124.53,13987.13
92874.85,70691.29
84349.07,50812.21
71204.97,35490.91
77477.93,79208.02
2701.63,62191.57
58880.21,51096.0
43368.98,68676.22
70000.65,16104.65
69727.23,26774.53
79740.56,98892.4
69008.63,92977.64
6479.6,26728.33
2870.34,50322.06
46716.61,22348.88
72083.5,48777.4
27321.71,83634.41
95131.06,32159.33
99139.84,84087.48
61862.22,39175.13
71581.54,48732.2
72159.79,57387.21
63600.74,45652.46
14949.88,14138.56
42928.0,87025.4
37886.25,67496.37
75620.27,32375.24
24195.89,94980.33
1047.78,49677.81
13581.13,77516.55
74215.07,85606.72
47625.39,41947.43
87311.51,98969.87
47037.02,89285.65
43689.72,56300.23
85638.55,69187.97
89711.92,10827.1
35834.51,87083.94
37733.93,59433.68
976.96,93064.53
51572.17,87274.83
15494.41,95657.54
3748.13,34204.09
639.61,2529.73
61186.5,77029.23
61777.82,8087.77
34798.08,52974.26
92733.25,92794.19
21904.37,58542.17
66169.41,86495.04
86663.0,25613.75
35592.2,43612.96
18273.74,18149.76
9591.65,74306.72
53608.32,61503.4
27964.0,8392.12
62190.12,77361.46
57459.3,65595.41
90993.68,40202.64
59969.67,20860.95
5179.52,55163.21
31683.14,58379.9
58725.73,4159.22
1326.04,73800.82
67380.99,43535.48
36933.26,6516.55
83947.89,82222.23
20866.82,90345.01
65079.0,6370.25
14017.88,85159.49
29126.92,70493.23
50249.03,11307.35
45337.76,19074.8
2486.94,37575.55
79481.74,22920.19
53036.72,6924.95
31396.99,54522.54
88916.54,80535.04
58300.61,75771.08
88879.72,39652.38
50531.37,96177.2
23456.74,78081.34
18709.36,28689.79
36061.84,7471.77
35917.37,32041.86
86436.64,55963.31
18978.31,10683.51
9594.73,65261.19
5337.6,70169.42
54630.23,74429.34
52829.21,42103.86
26344.45,93574.47
6796.2,97327.59
27234.01,1545.15
87388.93,54361.34
94044.04,42786.91
99005.7,45905.57
62220.57,18674.69
49957.96,84445.23
5144.38,95289.7
25348.77,45735.87
52948.87,3693.32
39911.06,15317.55
2744.88,78586.88
72675.92,83368.39
39249.68,677.95
64872.55,30873.29
62614.66,87160.52
36071.14,85906.19
13852.84,88956.43
78005.17,77864.32
22116.95,33453.1
41704.99,62837.55
85975.49,43276.53
5529.47,98532.85
36008.03,98451.12
61757.43,83442.69
85257.12,64391.99
69623.34,42819.9
48470.02,89131.14
21276.04,80442.63
57293.4,96736.66
58363.75,92674.65
30838.27,26655.24
46166.91,87634.14
84333.19,4166.7
19069.47,86958.58
8264.91,79074.08
77604.32,73192.7
93167.24,80802.73
1827.91,12474.94
13808.55,42258.73
78172.57,49709.0
90928.24,76929.02
30848.15,25116.44
65231.53,16833.69
10071.07,81340.73
58088.72,13076.95
64803.49,76191.43
13365.83,48496.15
19214.64,63240.21
55221.54,78278.84
94837.68,78886.84
743.6,90624.32
53724.14,9773.88
26317.4,97823.67
24989.06,53401.12
76825.73,1306.28
30868.87,21686.77
19608.69,88205.69
51497.35,26426.92
15340.98,36440.23
31989.03,96440.94
90734.75,39268.6
76041.23,3407.24
65839.73,33366.25
55379.8,3137.44
71552.94,90741.92
57576.81,34967.36
88050.73,75366.27
54447.57,32762.63
83217.32,86515.84
5313.68,9252.97
31397.07,22087.15
54349.84,68827.68
80475.46,33302.11
54045.61,55981.75
4932.34,48088.56
62099.49,91082.53
80021.14,61922.31
72398.9,10662.7
28204.66,53050.38
51961.74,80697.04
34755.3,75769.27
63460.19,78710.79
11415.06,29496.25
42768.59,9265.68
59662.2,59391.52
25253.69,45414.41
3553.36,86767.73
40667.29,36344.18
84341.52,91069.94
39088.86,53632.91
36203.57,85667.22
31370.24,33253.09
77727.72,63379.14
39904.48,49762.54
80267.25,42555.94
36057.72,62071.96
35219.53,59952.67
16868.4,22863.32
28157.28,77389.51
13277.59,89406.44
56104.62,83474.72
18100.54,38119.76
97248.94,51037.22
30972.51,64622.59
52649.25,39207.98
31205.33,88649.57
54866.7,23369.69
21792.34,33515.16
94047.58,65920.68
75186.68,20076.39
65826.07,8206.46
19966.12,67755.64
19697.46,43097.34
81523.02,94624.06
89669.59,16385.48
50675.57,47482.13
29710.43,45624.05
83043.92,78871.94
44561.46,74814.65
22666.25,62059.36
80632.84,11024.35
76365.44,7614.3
69893.39,86772.01
55756.52,88112.69
34624.42,54628.54
66628.03,52266.81
94770.3,81392.95
66152.77,12012.01
63458.97,75127.59
69621.77,68080.49
30441.27,52772.35
30744.49,27386.93
86525.58,19530.6
47667.3,57470.62
41987.07,74585.6
34721.29,34154.89
48510.49,57173.74
84859.37,38486.55
50678.58,24291.58
28916.93,14933.23
12432.23,50603.87
59732.03,26070.1
31322.82,58502.79
94910.51,12603.93
10447.05,92188.89
51387.19,43199.06
31127.65,25110.2
6667.27,42592.36
77330.53,67084.19
4795.46,83199.55
66749.97,25191.98
91012.23,30428.63
32542.52,99933.05
49225.42,96036.12
84314.84,2007.05
81899.83,38116.99
9562.75,43538.0
67318.46,37959.94
94510.1,99373.09
35070.32,47403.47
18778.91,42545.93
97175.29,27012.88
72383.3,8863.02
26712.97,62929.01
50682.84,1560.13
576.65,11127.58
37433.87,64235.36
65698.72,29909.26
34481.74,31162.84
35843.31,27977.39
85715.14,65150.7
32689.18,77480.25
54263.49,85747.66
38366.04,3628.25
87205.68,17483.94
39404.31,72647.42
84490.39,51746.0
53509.83,24124.38
52046.07,88490.63
38261.92,54087.91
52946.29,85759.54
71351.85,97903.6
65213.99,2319.7
59451.4,3145.73
92805.18,78764.24
72346.26,38516.78
25074.11,320.65
2189.69,685.49
67156.68,26171.61
71320.68,12437.73
61020.73,4757.81
8364.4,51324.51
23077.19,5275.94
17735.02,63814.91
37761.52,71449.71
13870.94,99880.88
18334.38,20672.87
49624.58,83272.6
61310.84,32397.64
26171.98,20754.1
91679.98,38583.88
4484.47,58513.78
26036.6,23382.39
21084.43,84335.29
16430.52,75762.06
65690.13,36605.22
58970.53,5242.18
79380.6,76145.85
86121.49,96138.35
56333.38,88862.61
76886.75,84346.9
9654.98,67704.67
34672.01,61457.45
43434.35,14506.67
5923.64,37984.47
6193.39,2550.14
56166.53,70658.85
15633.52,25525.94
1107.12,31425.57
25836.51,69921.77
11445.42,85245.88
29096.03,79112.56
60801.06,85462.18
70120.36,43420.95
41988.94,71718.54
97346.13,97803.67
15639.05,36070.59
28853.45,82642.11
42801.76,4214.83
12716.58,75247.48
57517.52,18315.18
18933.93,25975.14
36000.01,46249.91
91320.86,18762.67
64627.71,31919.25
57312.5,36728.27
90469.4,56523.23
15560.96,6379.65
48258.73,86719.43
32208.12,59648.69
62267.16,45842.03
39814.92,31468.46
16239.35,84600.11
81028.41,67319.28
61792.71,33312.96
43564.02,53607.06
42815.78,40784.12
34705.65,45406.42
21017.57,73519.36
7827.7,12762.03
7138.64,22449.95
76016.38,69982.86
51583.57,35643.74
21021.68,77703.01
78516.47,17855.44
30130.63,73709.34
21448.2,79275.91
28852.25,77551.21
33154.64,78416.11
28853.86,50648.05
71216.6,23106.68
42494.91,52034.13
20019.69,69313.38
36201.71,37164.82
28635.21,3591.79
85711.81,93823.41
68924.87,93196.81
33962.3,96447.26
35197.19,49018.71
68027.71,28652.84
37977.63,94555.88
2125.2,78627.96
95285.46,72375.73
64032.04,80918.97
73486.62,15163.43
74882.43,47021.54
96248.58,47582.45
32089.03,89146.33
1718.51,4642.44
91000.45,3889.61
21333.8,2026.19
17951.06,10259.96
13988.07,58212.81
96117.66,10660.95
9653.47,81313.43
59631.19,22445.95
19102.98,55548.69
91122.23,9872.16
97618.0,93547.89
40928.42,23067.79
13305.9,74382.02
74653.12,11379.13
26408.2,20291.24
47480.52,33607.56
3634.88,32184.74
83473.87,39276.53
54356.08,44059.07
55044.89,80980.03
76578.28,96000.82
67899.4,63886.72
76155.57,10041.88
17861.13,53673.27
18620.3,90636.9
70626.34,39324.43
33769.32,79309.67
41452.1,68047.67
20762.33,71726.54
82244.87,56263.03
18827.72,3509.75
87873.84,34122.55
8286.44,45499.22
17598.84,70320.38
10019.67,29328.27
33854.64,45407.04
98800.3,55918.68
46929.69,63884.08
16164.15,38095.46
87947.81,87884.22
32973.22,28418.25
98744.58,58327.95
1454.3,61195.79
61592.9,43359.08
60703.4,7830.02
72425.89,1245.08
69586.29,43662.67
93799.15,99120.04
56950.33,60670.31
21732.48,52461.0
10823.53,56948.91
64607.93,88691.61
62766.35,29039.2
97003.24,91119.46
46012.31,38877.64
17332.54,96321.82
8347.14,69593.45
877.94,14201.99
9104.47,33685.12
49444.0,91280.97
51971.23,39645.32
21774.43,92201.61
45308.29,33323.63
20270.02,87954.71
3426.05,50469.42
81493.88,60453.6
40840.08,43448.32
43275.88,88757.06
53304.04,81345.71
83332.97,26858.26
6959.75,38520.91
91377.95,5937.28
67124.44,40510.23
86323.21,75452.57
30469.66,61575.28
84237.38,20674.52
61363.94,40257.32
36366.22,79043.91
74905.17,7817.18
33991.32,43894.74
6639.45,4518.81
20490.71,5503.29
66116.1,14389.88
33053.6,41435.04
55722.47,62963.77
98968.91,76332.52
54800.55,60982.47
60790.31,98865.73
86764.96,29939.3
25585.07,16110.67
9982.65,56737.19
76914.1,16706.82
10142.08,34561.65
86981.99,93312.65
43324.11,42426.19
64269.64,76126.76
75659.39,89538.04
10748.63,4450.98
27253.62,65328.05
87280.15,72055.95
72827.2,61882.65
11543.47,12412.99
96407.17,74515.52
29181.03,35827.32
5958.39,34865.77
66523.34,70403.53
67450.04,47919.9
27275.82,16154.76
60140.87,40153.93
21917.44,41464.17
7216.32,18262.6
80374.64,30320.79
13565.71,69208.96
68931.65,69936.12
73980.13,17830.57
34057.2,59970.2
72389.87,1311.15
28923.62,25350.49
53686.85,8365.68
28317.54,62910.3
13823.17,67269.53
92909.93,69929.46
82252.59,80514.54
40016.42,65134.31
75146.86,18574.43
79348.96,94707.3
43250.93,85614.81
1916.08,9789.71
64751.63,10210.63
15241.3,78334.45
76922.34,38980.3
93574.59,88372.19
77934.38,53689.69
60544.32,48821.7
16139.72,60798.05
84206.49,58691.88
1530.69,43532.18
24683.73,86678.42
10151.58,83064.7
31815.56,7740.91
46918.09,64939.25
23573.4,43986.18
13527.52,84558.33
89531.12,23924.4
59855.79,170.42
38927.63,30837.99
64717.09,46771.16
47859.78,34558.58
46075.89,76864.44
19831.24,8641.66
13835.72,68465.16
32333.07,24012.64
2481.22,19969.88
86869.88,33666.46
38279.91,91272.83
41571.37,44503.93
25142.35,90114.17
19084.44,90623.9
6994.86,10039.77
9143.88,41456.37
22680.25,29067.98
53938.48,78959.99
30113.58,14101.56
65600.73,19749.75
36795.49,88331.99
1761.78,88051.26
61489.4,99680.86
64203.1,65314.05
31118.17,56839.08
24676.41,35578.3
38098.12,34261.73
85886.62,70948.79
43210.3,8795.83
40093.93,41871.39
90695.07,19575.06
8346.94,92778.24
32482.13,18375.11
75486.68,13567.26
13920.57,32513.36
21633.63,30879.33
65994.88,72517.71
82386.92,59558.67
76224.82,56812.61
71203.33,59608.91
40632.98,97352.3
45607.58,54978.11
99852.29,22120.63
17628.42,66902.57
49619.83,97928.46
38756.22,651.59
43321.71,8833.45
19627.89,69207.55
78662.38,64066.11
32346.47,4090.9
30817.09,97995.93
50303.65,834.26
94654.46,88997.43
1453.45,39987.95
14173.92,63439.44
95863.25,65074.14
57112.32,25269.21
86565.78,67576.15
12536.94,94854.44
62853.54,20100.67
92857.49,93433.99
16713.17,93256.18
73035.59,18749.74
87373.02,94720.59
26150.02,31329.17
28490.11,38751.97
41817.89,64787.33
76780.51,61120.22
43349.96,65911.48
38986.96,62957.69
92699.7,38640.08
51382.21,70925.6
476.64,78794.42
69091.94,20612.37
13259.15,61504.91
56094.25,80242.12
71877.53,94920.05
81178.36,82986.15
116.69,64098.15
41703.38,86095.86
12062.58,56667.25
7051.1,85672.59
28311.61,9402.27
54006.83,11962.89
73474.26,35468.67
95088.1,97467.17
73901.64,79621.78
54472.31,58316.09
32628.04,69104.87
39832.77,81912.76
51543.5,18392.44
15769.06,50172.84
56630.92,71069.33
7163.14,77867.69
75332.44,56560.97
38036.27,6993.5
93563.32,61501.31
62064.84,18998.99
73171.8,95318.39
45179.56,59909.46
91110.07,50468.08
79685.56,4328.54
56845.42,19123.04
81395.57,87845.15
22257.32,73592.37
95570.81,73671.02
81814.06,96025.41
73442.75,7835.16
4926.62,46875.22
2451.65,84297.92
13897.41,23435.61
52816.34,81518.1
36263.82,57328.04
33055.69,87216.16
9736.54,68706.61
59253.99,15405.72
95243.86,46469.73
14716.76,4570.97
20465.28,37169.49
55344.91,22258.8
57634.47,61728.73
35937.42,10556.39
11996.74,24109.49
76453.83,62004.72
49712.42,74139.95
91934.87,24364.63
82370.63,45773.19
15733.4,55129.48
46777.94,98027.58
94218.64,82162.52
24586.4,768.91
55135.98,29304.95
13023.66,77037.72
80980.73,75796.85
83611.57,32903.45
30459.01,68629.88
79624.7,37680.27
45950.92,19795.38
89839.09,15522.48
2322.29,52783.63
30942.47,67624.59
84436.51,63596.39
80948.83,61440.47
12336.12,50573.86
43904.29,5035.86
84296.42,51393.29
6295.13,1009.7
470.75,27168.47
92209.11,21845.1
11964.03,28957.65
8416.93,70545.59
11619.04,98991.67
70075.05,63297.37
59088.14,24918.36
19501.92,62564.9
99570.7,99868.12
75304.17,27956.45
95947.84,5279.74
28228.72,23904.71
87332.31,44101.77
82578.17,59059.67
57038.1,88683.63
96473.75,14208.35
52008.34,97646.3
64986.03,76218.72
11147.54,78408.33
8646.96,37776.5
21310.33,68385.92
40847.17,17887.19
83086.68,51962.54
52623.23,33044.47
86411.3,94444.36
65478.31,42784.35
13271.49,50593.62
19581.19,1394.75
90021.26,32013.51
71192.38,29425.06
3765.9,47583.14
92720.01,17521.25
85302.64,33460.25
26775.17,71872.28
12862.81,93111.59
79607.75,21033.48
34992.27,80247.46
23426.85,49306.86
7327.13,79895.17
41136.76,78737.27
27803.91,43372.73
82251.1,27469.91
47886.25,82310.03
17060.82,91065.36
5870.06,90171.29
77605.01,88736.54
83204.9,64888.31
93990.19,52141.51
85910.58,85704.53
86205.72,68514.36
83905.79,55091.36
52565.15,91570.01
82664.07,5317.99
28523.68,4564.2
19132.05,74554.35
24998.27,33784.76
78543.02,97166.71
50937.2,51024.88
1474.6,78459.11
96184.45,53785.08
84911.18,69324.99
33659.67,22780.59
8158.04,49517.87
38254.68,4906.47
45298.94,39704.31
58300.8,46316.36
89611.65,55475.07
27465.23,46853.4
77147.25,79035.72
95832.79,54528.19
85376.49,19875.78
95435.7,22954.77
49864.72,89815.99
74717.16,34808.53
8871.97,64840.18
76285.82,71657.97
47432.1,99137.45
98985.84,55475.12
18475.79,51715.63
94159.3,21557.11
70430.45,69724.54
83858.44,17269.92
62906.94,85575.56
83100.86,30089.27
23406.39,27402.98
29556.4,38179.02
46444.24,62678.38
29667.2,79640.71
56262.2,22106.49
57964.15,83639.21
1570.0,2129.03
9143.72,45159.23
52595.42,73038.58
22607.82,27675.84
723.21,25831.99
61845.61,8928.93
8664.94,62962.42
21447.69,44329.39
38893.66,39019.17
47670.83,38709.3
92980.28,38774.88
72333.38,55635.86
26763.3,41376.27
79617.97,53846.8
91167.12,79591.34
97387.73,93112.99
52220.7,12647.84
30952.19,52326.15
83332.69,7085.74
10559.51,38923.41
39319.59,13968.69
78074.11,25441.13
25609.3,32656.82
43993.32,85064.07
30908.86,75603.59
17112.96,79088.08
78052.29,40992.46
19603.0,96506.19
15271.74,70716.54
58290.62,40816.6
95033.61,96855.47
58421.34,92141.57
95213.28,47706.8
70083.12,86424.94
6827.22,62407.24
6253.58,5589.34
80186.52,42347.82
82382.89,92167.22
24278.37,43787.47
9987.02,54554.5
36301.8,55477.07
21546.17,34582.47
94061.12,72664.6
92266.41,65521.3
80668.6,30472.54
3939.46,86443.48
36618.59,45659.69
82696.09,80402.9
83170.21,31762.98
96141.33,38409.86
90684.34,27826.21
68058.93,31552.73
38975.62,45755.05
33517.11,77305.92
94459.02,97113.79
82217.98,14034.82
93719.68,1794.9
52230.93,65713.57
69258.71,62600.42
76802.84,19176.34
36722.21,42276.22
63114.66,80831.64
80400.32,88418.99
18242.08,72143.78
33907.28,34519.51
42102.98,34943.93
71142.07,91566.24
98771.45,23764.54
34721.72,82484.08
79809.76,51326.47
25815.37,4717.06
51572.17,6558.06
43111.45,75999.92
69119.83,51653.11
95628.3,75183.92
81912.44,20415.44
95373.82,16105.13
60291.64,66544.1
49598.45,37364.61
13077.99,86787.82
69094.0,334.58
71196.69,21899.91
58293.92,56523.8
21721.27,56510.05
28056.85,4743.94
48998.81,81323.78
42036.91,55414.49
83370.56,91987.23
65632.47,66139.01
1589.62,89170.85
4238.1,33914.39
33282.84,40.47
83409.16,45010.42
48844.31,67257.35
81686.33,59778.47
61069.26,61058.49
14302.04,91708.0
73545.19,56362.8
27123.41,19290.4
60463.48,6800.02
59487.92,57535.1
11141.97,76504.26
76836.24,41997.53
26672.22,75417.58
18768.58,13308.18
58675.02,94880.61
7952.45,70047.28
38885.24,44507.59
96673.46,88546.52
45541.64,70936.78
31828.02,59772.64
71585.62,68108.65
70660.51,93336.92
78858.88,68893.66
62278.32,35751.55
27206.34,54025.52
61411.29,92513.59
54419.29,8792.95
63653.13,9628.92
13825.86,32788.74
16385.59,44465.53
82257.61,3544.69
3817.24,53322.15
97449.79,33784.49
33796.78,32210.65
16303.7,29529.22
82306.42,8034.73
74279.97,79854.52
74586.57,72126.14
53665.79,65926.34
91458.51,44190.39
96093.33,71562.75
86394.45,10142.23
88714.64,11289.77
57699.9,52555.83
6223.59,92095.89
83791.5,8069.25
87567.04,2195.12
24076.0,83630.71
81555.61,78973.92
85846.32,21179.43
98489.01,74714.63
54582.86,76426.69
7516.08,89729.23
1665.07,39041.15
31196.0,53294.85
68732.79,19601.94
35771.41,44004.62
75258.0,21566.25
66319.83,48152.18
22723.47,4742.41
66084.44,1150.96
30580.89,77656.8
30988.63,65530.27
28331.21,90289.03
96419.71,17863.91
6284.06,74735.85
98502.72,86527.76
59386.64,29591.54
60131.01,56212.7
10172.42,46049.6
71795.15,18819.02
78182.01,47225.35
93195.89,57289.61
7598.76,87037.11
57113.52,64101.27
97155.25,65200.58
84366.34,50095.94
79865.5,92695.71
27893.06,44591.58
6814.96,1918.97
57426.87,11810.23
75235.41,21538.63
83996.2,40396.8
96953.97,31851.35
69311.85,13299.48
5675.26,99551.49
62583.8,3367.05
52667.31,34644.93
75810.54,86080.38
97394.18,34343.08
2330.51,80414.75
76515.89,29781.63
7369.89,42643.68
84282.97,76843.85
67991.94,4126.3
90755.38,72706.95
89597.82,49687.38
43380.46,80194.55
90512.36,18738.53
16376.44,45100.17
54067.61,17887.33
92105.12,21211.28
70052.85,32042.25
45948.37,11752.85
22682.77,47810.87
39241.84,74094.39
96662.35,66504.09
18473.69,67177.26
21654.13,89103.97
27923.48,98037.7
19329.81,77607.72
22742.62,46550.85
92346.59,91657.36
42044.38,47585.36
92400.79,93551.97
38796.77,54529.08
20450.59,18623.69
11675.7,76239.76
50535.03,15620.93
64953.73,56155.31
50829.16,55031.47
3526.28,48671.07
35900.2,86822.37
93531.74,43721.29
34451.54,33876.19
74981.73,54914.45
39447.74,29929.87
8775.95,69553.1
17948.58,13754.57
56782.07,26536.44
53816.04,12743.97
65251.33,66842.79
95267.85,9120.1
34587.19,18358.97
52137.18,97535.99
20780.01,10786.58
55076.78,48054.3
39330.59,25958.77
62706.56,27373.98
55978.96,47844.49
48522.11,30057.6
94076.23,77755.57
58419.07,65893.59
7734.86,96893.8
1822.07,6731.39
53688.18,85256.48
99788.67,95411.55
17905.53,48645.11
56852.41,41817.67
5476.85,40981.02
53936.33,79457.42
66987.69,43809.44
71456.53,28272.52
91934.53,95163.69
33051.12,70290.46
66467.9,84135.01
47066.53,96790.49
40343.99,14424.14
6967.28,20924.2
77162.91,33045.93
53127.12,40469.21
31799.07,11328.57
23271.66,13263.92
29307.35,7174.61
85865.28,71229.28
12535.69,61575.54
64163.67,48428.35
4689.7,74873.34
73188.39,66093.14
42720.89,78783.98
92072.59,25346.47
83811.87,80777.11
78333.44,10248.46
1407.65,76625.31
34993.68,23692.73
41478.27,3699.4
99574.57,81483.26
33477.36,69200.53
16495.93,38765.81
7784.68,13372.35
99489.09,95680.5
37405.71,15417.61
65809.44,73556.25
36129.47,48631.8
45233.76,79391.51
93309.45,91958.49
11474.46,54299.76
13957.37,94068.74
17990.36,79811.09
46312.52,12433.85
21431.29,8072.84
5019.19,14312.57
74671.93,60075.98
5149.54,71981.63
97545.88,25401.55
97375.92,31504.46
85365.61,35990.94
68443.9,24659.93
68664.86,21659.6
56040.13,22888.94
60642.47,18823.51
99425.01,70612.85
6629.08,79201.53
63458.0,41589.27
58014.74,72640.06
26263.5,51753.06
35832.76,51296.51
993.21,27153.88
60042.29,81298.4
49725.05,13820.93
98049.62,45315.57
31563.98,27287.68
33490.32,14167.51
10702.88,64781.0
46623.99,62512.91
25942.09,29885.73
84932.0,52522.11
34769.25,54180.75
61448.19,2910.48
6128.45,39923.24
81331.85,57366.93
46737.1,19843.66
5465.69,41667.27
92191.72,42568.83
40548.28,98477.25
50203.65,53191.76
56620.02,55338.98
17744.54,26759.14
75914.52,38884.0
95884.36,24251.57
14230.91,52992.26
28014.97,13979.11
92888.0,57921.91
17275.68,30571.52
24566.69,56712.04
4428.71,51567.29
68543.4,14323.88
3806.07,95756.45
7398.72,65582.48
98772.17,64542.92
50780.95,7826.61
38328.2,27888.81
32470.59,84021.72
71508.02,66921.53
16517.01,22992.95
785.08,76639.89
85961.21,45202.27
47610.54,7730.75
5394.43,4624.1
17590.54,96398.21
43091.16,47581.03
28693.9,87236.81
50947.73,28693.43
16076.45,46770.29
25658.6,53193.75
42221.18,99654.05
21923.77,77644.65
81704.03,98921.49
14032.75,98438.04
54475.89,66401.08
35398.32,25754.1
44659.07,43466.94
88940.88,23612.03
74698.93,54798.14
53806.19,7715.79
42282.72,74363.58
76205.28,60251.43
61276.74,54552.73
13859.61,20603.33
91153.19,68035.02
87926.18,14925.61
95264.78,36568.93
50140.86,61344.47
19544.91,61674.96
68932.14,2096.03
54345.63,26723.49
12760.65,77555.35
32984.8,2073.74
41256.3,90300.07
45726.77,83161.41
70346.31,73049.98
71963.73,81716.31
18645.95,84183.39
25365.78,71287.8
34354.58,73612.82
94953.42,32587.98
60248.94,43811.0
10310.35,83964.9
37386.37,75473.13
99497.46,80041.45
83382.43,21089.02
67377.58,13051.74
15731.35,80432.67
31729.32,72520.67
42925.36,23083.29
94572.84,96640.11
52832.12,37118.19
21372.57,9954.58
1256.06,57253.93
19237.62,34619.58
67929.73,50342.49
47623.25,37801.33
68126.14,69505.49
47354.41,3446.52
18731.45,63384.48
60594.05,38886.92
18425.81,74590.12
17299.35,54979.45
43886.37,16237.27
85410.37,95438.85
54735.17,48861.47
43469.9,41418.23
73739.0,77643.89
63750.13,56910.74
49363.51,37875.96
62498.98,31289.64
71041.11,264.14
73393.96,63070.66
56319.99,40469.19
63059.05,26709.76
74511.96,99503.06
23968.24,41404.75
18890.65,33331.03
2661.99,7314.36
7730.72,12072.82
93384.93,50877.54
536.98,4415.29
412.4,53758.23
14000.44,12782.85
5505.89,23578.93
74979.99,4251.49
58643.74,57586.14
35936.0,98588.85
4929.78,57124.74
3032.01,42466.76
7088.41,44698.46
83579.59,1550.85
9215.93,47016.34
53654.02,26356.09
46578.6,35244.57
56526.02,72100.01
76896.75,90456.12
19145.39,4398.06
39216.68,32419.53
73621.86,51489.73
62958.68,50265.87
46204.83,42960.86
3873.03,46484.45
91969.83,12111.92
1989.72,82915.24
34838.54,15372.96
30537.29,87041.56
1561.0,82231.6
95203.71,12664.39
46301.71,83529.61
6079.97,69080.55
67231.11,15448.31
90761.56,91488.76
66103.66,94372.91
60841.69,25716.32
76656.66,74317.9
43127.0,29978.04
53685.98,37889.67
39654.97,63547.81
66013.71,71165.33
41173.5,85691.73
12010.64,16582.38
50502.74,835.88
504.71,90399.84
1351.35,69758.71
21172.76,94077.8
44359.94,19136.49
51057.95,48910.4
9762.09,75792.61
24025.12,81172.89
19047.73,18044.31
32511.9,72353.58
66302.45,54218.8
22301.77,48088.08
78039.36,90356.72
64219.85,14128.58
99648.2,72067.8
26857.09,4440.33
34231.18,11860.84
49381.16,36907.8
53900.16,42153.94
81465.34,7850.71
69831.37,5046.32
1899.81,35149.65
